ID;Identificador;Descrição;Grupo nível 01;Grupo nível 02;Grupo nível 03;Grupo nível 04;Grupo nível 05;Janeiro/2017;Fevereiro/2017;Março/2017;Abril/2017;Maio/2017;Junho/2017;Julho/2017;Agosto/2017;Setembro/2017;Outubro/2017;Novembro/2017;Dezembro/2017;Janeiro/2018;Fevereiro/2018;Março/2018;Abril/2018;Maio/2018;Junho/2018;Julho/2018;Agosto/2018;Setembro/2018;Outubro/2018;Novembro/2018;Dezembro/2018;Janeiro/2019;Fevereiro/2019;Março/2019;Abril/2019;Maio/2019;Junho/2019;Julho/2019;Agosto/2019;Setembro/2019;Outubro/2019;Novembro/2019;Dezembro/2019;Total
6195;AUSPA0103Q;AUSCULTADOR DUOSSON PEDIATRICO  PAMED;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;1;3;1;0;0;0;0;0;2;10;0;11;6;1;10;0;15;0;0;0;0;0;0;0;2;0;15;4;7;0;5;0;0;0;0;93
6197;AUSPA0104Q;AUSCULTADOR UNISSON PEDIATRICO  PAMED;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;16;2;0;0;0;0;0;0;1;11;0;0;0;0;21;2;0;0;0;11;6;0;0;0;0;0;15;0;0;0;0;0;15;0;0;100
6202;BA0301;BALANCA SYE2004A2;BIC;PRODUTO ACABADO;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3
6203;BA0401;BALANCA SYE2004DI;BIC;PRODUTO ACABADO;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
17743;BO0203Q;BOLSA KIT UNIVERSITAR CRISTAL VINHO;PAMED;PRODUTO ACABADO;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
6328;BR0101Q;BRAC BIC AD BRIM F METAL CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;17;10;3;24;25;22;42;0;7;20;0;10;15;0;38;29;23;18;56;13;1;10;0;0;15;0;0;37;30;10;72;0;8;40;0;595
6330;BR0102Q;BRAC BIC AD BRIM F CONT CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;6;0;8;3;0;8;2;5;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;6;0;0;0;0;1;0;0;51
6332;BR0201Q;BRAC BIC AD NY F METAL AZUL;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;5;5;0;5;0;0;0;10;0;0;0;0;2;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
6334;BR0202Q;BRAC BIC AD NY F METAL CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;15;0;0;2;0;8;0;0;0;0;0;0;0;1;0;0;0;4;2;0;0;0;0;0;0;5;5;0;0;0;0;0;2;0;0;0;44
6336;BR0203Q;BRAC BIC AD NY F METAL ROSA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6338;BR0204Q;BRAC BIC AD NY F METAL ROYAL;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6340;BR0205Q;BRAC BIC AD NY F METAL VERDE;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;5;1;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;36
6342;BR0206Q;BRAC BIC AD NY F METAL VERMELHO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6344;BR0207Q;BRAC BIC AD NY F METAL VINHO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;5;1;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;25;0;0;0;0;0;37
6346;BR0208Q;BRAC BIC AD NY F METAL PRETO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;7;11;5;6;33;6;2;1;18;1;4;5;9;9;0;57;4;0;5;6;11;27;10;0;5;0;0;23;9;16;0;0;12;2;0;304
6348;BR0301Q;BRAC BIC AD NY F CONT AZUL;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;40;10;2;5;50;11;0;94;0;0;22;0;10;10;0;0;0;31;0;16;5;50;30;7;0;68;20;0;1;8;0;0;0;2;0;0;492
6350;BR0302Q;BRAC BIC AD NY F CONT CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;11;2;0;0;0;0;1;3;1;15;0;5;0;2;0;0;1;0;2;0;0;0;2;0;0;0;0;0;2;0;2;0;1;4;2;56
6352;BR0303Q;BRAC BIC AD NY F CONT ROSA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;3;2;1;2;1;2;0;0;0;1;0;0;1;0;1;2;0;0;1;0;3;2;0;0;2;0;0;0;2;0;0;26
6354;BR0304Q;BRAC BIC AD NY F CONT ROYAL;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;1;0;0;0;0;0;2;2;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;11
6356;BR0305Q;BRAC BIC AD NY F CONT VERDE;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;2;2;3;1;7;0;2;10;1;0;0;0;0;3;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;35
6358;BR0306Q;BRAC BIC AD NY F CONT VERMELHO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;40;1;0;0;0;0;0;11;3;1;2;0;7;10;2;0;0;0;7;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;89
6360;BR0307Q;BRAC BIC AD NY F CONT VINHO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;2;0;0;0;0;0;6;3;1;5;0;0;0;2;0;0;1;0;3;1;0;0;1;0;4;0;0;0;7;0;0;0;0;0;12;48
6362;BR0308Q;BRAC BIC AD NY F CONT PRETO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;10;41;18;11;133;23;54;30;22;68;90;4;145;76;25;48;160;16;171;102;17;102;76;178;101;0;40;31;6;44;82;67;0;42;10;52;2095.00
6383;BR0508Q;BRAC BIC AD NY F METAL PRETA MANG LATEX;BIC;PRODUTO ACABADO;ACESSORIO P/APARELH PRES LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;60
6385;BR0601Q;BRAC BIC AD NY F CONT AZUL MANG LATEX;BIC;PRODUTO ACABADO;ACESSORIO P/APARELH PRES LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
6399;BR0608Q;BRAC BIC AD NY F CONT PRETO MANG LATEX;BIC;PRODUTO ACABADO;ACESSORIO P/APARELH PRES LATEX;;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
6408;BR0807Q;BRAC BIC AD G NY F CONT AZUL MANG LATEX;BIC;PRODUTO ACABADO;ACESSORIO P/APARELH PRES LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
6411;BR0903Q;BRAC BIC AD G BRIM F CONTATO CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;5;16;0;2;30;1;0;0;0;10;2;0;10;0;3;4;12;0;0;0;0;0;0;4;0;10;0;0;1;0;110
6415;BR1007Q;BRAC BIC AD G NY F CONT AZUL;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;5;6;0;0;12;0;18;0;0;0;2;0;2;3;0;0;0;4;5;0;0;18;0;3;0;0;2;20;5;5;0;14;0;124
6427;BR1501Q;BRAC BIC INF BRIM F CONT CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;5;0;43;0;0;5;10;0;0;0;20;0;0;0;0;0;0;0;5;0;0;0;0;0;10;0;0;0;0;0;0;98
6429;BR1502Q;BRAC BIC AD NY F METAL CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;10;7;15;10;0;1;15;8;0;10;10;0;10;12;10;10;10;0;2;6;6;6;4;12;0;4;5;16;8;0;0;0;0;6;6;0;219
6439;BR1507Q;BRAC BIC AD NY F METAL VINHO MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6441;BR1508Q;BRAC BIC AD NY F METAL PRETO MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;11;54;12;12;22;25;2;9;21;73;12;7;2;24;21;11;14;17;0;20;0;0;6;12;12;7;5;2;15;13;5;19;10;1;13;6;495
6443;BR1509Q;BRAC BIC AD NY F METAL AZUL MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;1;0;0;12;0;0;0;0;0;4;2;0;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;5;0;42
16525;BR1601Q;BRAC BIC INF BRIM F CONT CINZA MANG LATEX;BIC;PRODUTO ACABADO;ACESSORIO P/APARELH PRES LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
6446;BR1602Q;BRAC BIC AD NY F CONT CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;20;15;30;47;16;24;53;48;30;40;65;20;30;63;30;68;45;114;0;40;67;38;10;28;39;58;22;73;10;49;96;55;30;68;96;30;1567.00
6448;BR1603Q;BRAC BIC AD NY F CONT ROSA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;20;1;15;6;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;15;0;0;5;0;0;0;74
6450;BR1604Q;BRAC BIC AD NY F CONT ROYAL MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;10;5;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;15;10;0;0;20;0;0;86
6452;BR1605Q;BRAC BIC AD NY F CONT VERDE MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;22
6454;BR1606Q;BRAC BIC AD NY F CONT VERMELHO MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;15;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;63
6456;BR1607Q;BRAC BIC AD NY F CONT VINHO MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;5;0;1;0;4;2;0;0;0;11;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5;0;0;0;15;0;0;5;1;6;0;65
6458;BR1608Q;BRAC BIC AD NY F CONT PRETO MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;58;228;175;102;92;114;133;195;157;45;241;62;15;36;14;81;234;104;75;22;22;64;43;136;16;98;24;50;59;144;78;61;69;21;100;13;3181.00
6460;BR1609Q;BRAC BIC AD NY F CONT AZUL MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;10;4;5;19;40;9;2;20;0;0;2;60;0;0;0;20;0;1;20;10;0;0;0;0;0;30;0;1;7;45;10;1;5;0;0;0;321
6464;BR1702Q;BRAC BIC INF NY F CONT CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;1;0;2;0;10;0;0;0;0;0;2;0;0;1;0;0;5;0;0;0;0;2;0;0;12;0;0;0;0;0;0;35
6471;BR1802Q;BRAC BIC INF NY F CONT CINZA MANG LATEX;BIC;PRODUTO ACABADO;ACESSORIO P/APARELH PRES LATEX;;;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
6478;BR1901Q;BRAC BIC R NASC BRIM F CONT CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
6484;BR2102Q;BRAC BIC R NASC NY F CONT CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
16791;BR2202Q;BRAC BIC R NASC NY F CONT CINZA MANG LATEX;BIC;PRODUTO ACABADO;ACESSORIO P/APARELH PRES LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
6499;BR2302Q;BRAC BIC AD INNOVA PLUS NY F CONT CINZA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;0;15;0;0;0;20;0;0;0;0;20;0;66
6501;BR2308Q;BRAC BIC AD INNOVA PLUS NY F CONT PRETO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;4;2;0;4;4;0;2;19;26;2;0;0;5;0;0;0;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;83
6503;BR2309Q;BRAC BIC AD INNOVA PLUS NY F CONT AZUL;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;1;0;0;0;0;0;0;0;0;0;0;52
6505;BR2801Q;BRAC BIC INF BRIM F CONT CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;2;7;0;0;18;0;0;0;6;2;0;4;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;5;2;0;0;51
6507;BR2802Q;BRAC BIC INF NY F CONT CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;12;14;17;28;42;0;37;15;17;17;19;2;16;11;13;27;32;17;59;12;7;16;36;11;5;10;9;29;6;10;10;18;12;6;14;0;606
6509;BR2803Q;BRAC BIC R NASC BRIM F CONT CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;13
6511;BR2804Q;BRAC BIC R NASC NY F CONT CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;10;0;4;8;8;1;0;13;4;6;13;2;0;6;2;10;4;0;7;3;3;5;2;2;2;0;0;4;2;6;0;1;0;5;3;0;136
11266;BR2812Q;BRAC BIC INF NY F CONT CINZA MANG PVC UMA VIA;BIC;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6519;BR3308Q;BRAC BIC AD ARG NY F CONT PRETO;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;4;2;0;3;5;0;3;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;29
6521;BR3401Q;BRAC BIC AD BRIM F METAL CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;3;15;5;11;33;42;25;23;18;17;33;6;0;47;45;25;21;13;84;54;14;6;0;7;0;0;8;0;0;0;0;9;10;29;13;0;616
6523;BR3402Q;BRAC BIC AD BRIM F CONT CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;3;16;13;46;12;0;31;0;2;0;0;4;3;19;0;0;3;0;12;7;3;12;3;3;9;0;18;0;15;3;3;10;1;1;3;0;255
6525;BR3403Q;BRAC BIC AD G BRIM F CONT CINZA MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;10;2;0;0;0;0;11;0;4;2;8;6;1;0;1;1;2;0;6;0;2;7;5;2;4;1;0;0;0;3;1;6;1;0;0;1;87
6530;BR3407Q;BRAC BIC AD G NY F CONT AZUL MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;34;4;12;56;30;7;31;36;17;55;36;5;61;42;24;28;70;14;32;43;6;14;9;8;21;8;14;17;9;16;12;14;1;5;6;0;797
6538;BR3427Q;BRAC BIC AD G NY F CONT AZUL MANG PVC UMA VIA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
6540;BR3608Q;BRAC BIC AD ARG NY F CONT PRETO MANG PVC;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;3;0;0;0;4;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;25;0;0;0;0;0;0;39
6542;BR3609Q;BRAC BIC AD ARG NY F CONT PRETO MANG PVC UMA VIA;BIC;PRODUTO ACABADO;ACESSORIO P/APARELHO PRES PVC;;;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;5;0;0;2;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;17
6546;BRPA0101Q;BRAC PA AD BRIM METAL CINZA;PAMED;PRODUTO ACABADO;ACESSORIO;;;20;17;274;50;206;27;26;61;68;10;13;144;1;0;55;73;25;20;5;50;0;8;6;10;5;30;12;25;2;44;5;14;0;22;10;3;1341.00
6548;BRPA0102Q;BRAC PA AD BRIM F CONT CINZA;PAMED;PRODUTO ACABADO;ACESSORIO;;;62;30;32;14;15;143;27;254;30;0;10;42;1;0;12;1;0;2;1;0;40;1;5;15;7;0;2;70;3;0;7;12;30;0;12;4;884
6550;BRPA0202Q;BRAC PA AD NY METAL CINZA;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;29;20;94;33;47;47;8;80;35;30;12;104;20;67;1;136;32;2;120;2;20;24;12;12;93;3;11;83;48;3;143;5;20;9;14;1419.00
6552;BRPA0302Q;BRAC PA AD NY F CONT CINZA;PAMED;PRODUTO ACABADO;ACESSORIO;;;137;132;95;192;339;502;58;236;132;40;320;108;104;173;101;117;246;651;117;175;161;23;314;90;118;95;9;337;46;206;49;539;50;28;483;4;6527.00
6556;BRPA0305Q;BRAC PA AD NY F CONT VERDE BANDEIRA;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6558;BRPA0306Q;BRAC PA AD NY F CONT BORDO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6561;BRPA0308Q;BRAC PA AD NY F CONT PRETO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;18
11290;BRPA0319Q;BRAC PA AD NY F CONT LILAS;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;12
11291;BRPA0320Q;BRAC PA AD NY F CONT ROXO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;20
16769;BRPA0325Q;BRAC PA AD NY F CONT AZUL;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
6569;BRPA0401Q;BRAC PA AD BRIM METAL CINZA MANG PVC FOSCO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;40;11;30;6;10;110;30;60;10;48;85;2;3;32;2;6;52;40;11;40;35;0;6;2;10;0;8;13;20;16;23;3;13;0;0;777
6571;BRPA0402Q;BRAC PA AD BRIM F CONT CINZA MANG PVC FOSCO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;5;24;17;36;45;43;0;34;36;48;2;31;116;25;16;0;36;16;10;3;10;10;25;30;16;20;0;3;13;0;23;14;27;1;735
6573;BRPA0411Q;BRAC PA AD BRIM METAL CINZA MANG LATEX;PAMED;PRODUTO ACABADO;ACESSÓRIO LATEX;;;0;0;0;2;0;0;0;0;0;0;0;6;50;0;50;10;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;30;0;0;0;253
6580;BRPA0502Q;BRAC PA AD NY METAL CINZA MANG PVC FOSCO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;16;21;3;13;31;0;3;50;36;28;24;0;40;24;8;4;8;30;4;32;53;7;21;18;7;10;2;71;3;10;5;28;16;7;8;641
6582;BRPA0512Q;BRAC PA AD NY METAL CINZA MANG LATEX;PAMED;PRODUTO ACABADO;ACESSÓRIO LATEX;;;0;2;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;5;0;0;0;35;0;0;140;0;0;0;0;0;40;3;0;0;0;233
6584;BRPA0602Q;BRAC PA AD NY F CONT CINZA MANG PVC FOSCO;PAMED;PRODUTO ACABADO;ACESSORIO;;;173;142;648;165;23;94;167;115;192;91;131;95;123;136;83;46;143;217;10;159;171;33;0;127;79;78;82;118;140;158;124;58;150;17;22;33;4343.00
6588;BRPA0605Q;BRAC PA AD NY F CONT VERDE MANG PVC FOSCO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
6592;BRPA0608Q;BRAC PA AD NY F CONT PRETO MANG PVC FOSCO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
6594;BRPA0612Q;BRAC PA AD NY F CONT CINZA MANG LATEX;PAMED;PRODUTO ACABADO;ACESSÓRIO LATEX;;;0;2;0;0;30;0;0;3;3;0;0;20;5;0;0;6;0;14;15;3;0;2;25;0;2;0;0;0;0;0;0;20;3;3;0;0;156
6610;BRPA0632Q;BRAC PA AD NY F CONT CINZA MANG PVC UMA VIA;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;15;30;1;26;63;0;15;15;0;30;0;10;5;20;0;22;0;10;3;0;0;14;7;0;2;0;10;10;0;0;0;40;5;0;353
6618;BRPA1002Q;BRAC PA AD G NY F CONT CINZA;PAMED;PRODUTO ACABADO;ACESSORIO;;;59;0;5;10;11;16;17;36;5;3;31;5;19;2;13;2;113;60;42;39;1;2;4;0;18;26;6;66;2;16;8;33;0;15;0;0;685
6620;BRPA1702Q;BRAC PA INF NY F CONT CINZA;PAMED;PRODUTO ACABADO;ACESSORIO;;;2;0;0;0;0;2;5;23;0;0;43;7;0;6;9;6;62;80;7;21;1;6;2;6;0;21;0;0;0;50;0;16;6;2;0;1;384
6622;BRPA2106Q;BRAC PA R NASC NY F CONT CINZA;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;12;0;0;0;0;0;0;0;0;1;0;0;19
6624;BRPA2802Q;BRAC PA INF NY F CONT CINZA MANG PVC PRETO;PAMED;PRODUTO ACABADO;ACESSORIO;;;8;22;62;80;7;13;11;35;15;54;9;55;6;34;18;28;9;16;24;38;4;5;30;1;24;8;2;50;3;36;11;16;1;10;47;0;792
6626;BRPA2804Q;BRAC PA R NASC NY F CONT CINZA PVC PRETO;PAMED;PRODUTO ACABADO;ACESSORIO;;;0;6;14;8;5;5;1;21;5;10;1;9;1;1;6;0;5;0;3;20;10;5;3;0;19;0;0;0;0;4;3;10;0;1;3;4;183
6628;BRPA2812Q;BRAC PA INF NY F CONT CINZA MANG LATEX;PAMED;PRODUTO ACABADO;ACESSÓRIO LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;2;0;8;0;0;0;0;0;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;21
6632;BRPA3404Q;BRAC PA AD G NY F CONT CINZA MANG PVC PRETO;PAMED;PRODUTO ACABADO;ACESSORIO;;;39;65;60;142;43;228;170;73;18;91;14;70;46;105;19;26;83;79;19;102;26;39;42;2;26;18;30;66;20;15;14;71;6;17;59;22;1965.00
6634;BRPA3414Q;BRAC PA AD G NY CINZA F CONT MANG LATEX;PAMED;PRODUTO ACABADO;ACESSÓRIO LATEX;;;0;0;30;0;53;0;0;3;17;0;0;5;2;0;8;0;0;0;12;13;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;147
17764;CJ001PROMO;CJ AP BIC AD NY F CONT CINZA EST STD INOX PVC;BIC;PRODUTO ACABADO;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;105
6636;CJ0101;CJ AP BIC AD BRIM F METAL CINZA EST STD PRET LATEX;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE LATEX;;;0;3;0;3;0;4;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
